target,text
0,cant see join deni mina deni want alon time
0,yo guess drop
0,u rememb old commerci
0,chang fb jaykwon thuglyf falconerf
1,pleas call custom servic repres 0800 169 6031 guarante cash prize
0,dont understand messag
0,ok noth problem
0,rose red red blood blood heart heart u send ti ur friend includ u like u get back r poor relat need 1 support r frnd 2 mani luv u some1 pray god marri tri
0,dont know get messag
0,ha must walk everywher take tram cousin said walk vic market hotel
0,see onlin shop ask
0,borderlin yeah whatev
0,send ur friend receiv someth ur voic speak express attitud lt gt lt gt repli
0,hey come onlin use msn
1,urgent mobil number award prize guarante call 09058094454 land line claim valid 12hr
0,realli need 2 kiss u miss u babi ur babi 4eva
1,nokia 7250i get win free auction take part send nokia 86021
1,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066
0,uworld site buy qbank buy self assess also
0,put stuff road keep get slipperi
0,rememb hurt day satan impost pay price destini keep go u said pray get mind get
0,hey go lo lesson gym
0,u
0,remain unconvinc elabor test willpow
1,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate pobox 36504 w45wq
0,give fli monkey wot think certainli mind friend mine
0,specialis work slave labor look month sha co shakara 4 beggar
0,call later network urgnt sm
1,freemsg fav xma tone repli real
0,oh oki lor go sat
0,would smoke help us work difficult time
0,said okay sorri
0,boytoy miss happen
0,hi da today class
0,great send account number
0,u download fring app
1,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box 113 bray wicklow eir quiz start saturday unsub stop
1,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free 50p per day stop text stopbcm sf wc1n3xx
1,ever thought live good life perfect partner txt back name age join mobil commun
1,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705
0,say explicitli told nora know someon probabl gon na bother
0,necessarili respect
0,hey angri repli dr
0,tell dear happen talk like alian
0,good wonder wont say hi smile cope long distanc
0,alright good night
0,k text way
0,wet right
0,fuck babe miss sooooo much wish sleep bed lone go sleep dream love
0,rat hey u ever vote next theme
0,pl make note expos also find school anyon els vomit dog cat hous let know later
0,moon come color dream star make music sm give warm peac sleep good night
0,ela il download come wen ur free
0,ok way home hi hi
0,oh thank lot alreadi bought 2 egg
0,j r u feel better
0,nope still market
0,lol take member said aunt flow visit 6 month caus develop ovarian cyst bc way shrink
0,ok lor
0,yup next stop
0,hey almost forgot happi babe love ya
0,ha ha ha good joke girl situat seeker
0,hey book 2 lesson sun liao
0,give plu said grinul greet whenev speak
0,guy flash go call call madam take care oh
0,hope result consist intellig kind start ask practicum link keep ear open best ttyl
0,ye appt
0,shall ask one thing dont mistak
1,contact date servic someon know find call mobil landlin 09064017305 pobox75ldns7
1,tri contact repli offer video handset 750 anytim network min unlimit text camcord repli call 08000930705
0,gokila talk aha
0,possibl teach
0,dont know oh hope month
0,cours teas know simpli must see grin keep post prey love smile devour kiss
0,match lt gt 2
0,havent got da topic yet rite
1,urgent 2nd attempt contact prize yesterday still await collect claim call acl03530150pm
0,hey go jazz power yoga hip hop kb yogasana
0,alright set text man
0,ye post coupl pic fb still snow outsid wake
0,dude makin weirdi browni sister made awesom cooki took pic
0,hey mate spoke mag peopl deliv end month deliv 24th talk later
1,2nd time tri 2 contact u pound prize 2 claim easi call 087187272008 now1 10p per minut
0,know grumpi old peopl mom like better lie alway one play joke
0,
0,guy leav
0,hmm dunno leh mayb bag 4 goigng dat small ju anyth except perfum smth dat keep
0,scotland hope show jjc tendenc take care live dream
1,88800 89034 premium phone servic call 08718711108
0,enjoy ur life good night
0,yup
0,hi durban still number
1,u r subscrib 2 textcomp 250 wkli comp 1st wk free question follow subsequ wk charg unsubscrib txt stop 2 84128 custcar 08712405020
0,trip ok quit tire lor uni start today ok 4 co take modul ju concentr final yr project
0,yup finish c
0,alex nichol middl school turn deal
0,time come tomorrow
0,machan go gym tomorrow wil come late goodnight
0,hey loverboy love tell look pictur ach feel leg fuck want need crave
1,congrat 2 mobil 3g videophon r call 09063458130 videochat wid ur mate play java game dload polyph music nolin rentl bx420 ip4 5we 150p
0,doesnt need test
0,send id password
0,ye pretti ladi like singl
0,mm ye dear look hug
0,might come kerala 2 prepar take leav finalis plan travel finish urgent work
0,u turn heater heater set lt gt degre
0,like person size
1,free rington repli real poli eg real1 pushbutton dontcha babygoodby golddigg webeburnin 1st tone free 6 u join
0,night worri appt shame miss girl night quizz popcorn hair
0,say hi get ass back south tampa prefer kegger
0,want custom offic discount oh
0,told hr want post chennai work
0,alway yahoo messeng send messag get may send mobil mode sha get repli
0,well littl time thing good time ahead
0,dai da send resum id
0,ok anyway need chang said
0,oh come tomorrow
0,ok r meet later
0,ever easier
1,freemsg hey u got 1 fone repli wild txt ill send u pic hurri im bore work xxx 18 stop2stop
0,tension face smile face wast face innoc face face face face face face lt gt face
0,tell drug dealer get impati
0,ard 530 lor ok messag lor
0,e person e sm survey
0,wait 4 bu stop aft ur lect lar dun c go get car come back n pick
0,ask u meet da ge tmr nite
0,ju finish blow hair u finish dinner alreadi
0,u reckon need 2 arrang transport u ca thank
0,ok arm feel weak cuz got shot go anoth time
0,raviyog peripher bhayandar east
1,import custom servic announc call freephon 0800 542 0825
0,sir good morn hope good weekend call let know abl rais lt gt dad howev said would make rest avail mid amount still quit short hope would help good day abiola
0,well know mean text
0,k k also fine complet cours
0,reach ur home lt gt minut
0,u get messag
0,ju chillaxin
1,today vodafon number end 4882 select receiv award number match call 09064019014 receiv award
0,got lt gt way could pick
0,go write ccna exam week
0,good morn repair shop reason hour
0,fyi gon na call sporad start like lt gt bc doin shit
1,pleas call 08712402779 immedi urgent messag wait
1,dear u invit xchat final attempt contact u txt chat 86688 ldn 18 yr
0,yep get program slack
0,sunday holiday work
0,yup ok
0,hi chikku send nice msg
0,huh mean comput scienc like dat one push n
0,dear sleep
1,sorri miss call let talk time 07090201529
0,ok prob
0,check audrey statu right
0,think da wil
0,realli tot ur paper end long ago wat u copi ju got use u happi lar still haf 2 studi
1,freemsg claim ur 250 sm ok 84025 use web2mobil 2 ur mate etc join c box139 la32wu 16 remov txtx stop
0,armand say get ass epsilon
0,ok bu come soon come otherwis tomorrow
0,yeah tote u wan na
0,u wake alreadi thanx 4 e tau sar piah quit nice
0,dont thnk wrong call us
0,ca speak bcaz mobil problem listen listen voic call later
0,hmmm thought said 2 hour slave 3 late punish
0,ye dont care need bad princess
0,olol print forum post guy exact prob fix gpu replac hope dont ignor
0,say good sign well know track record read women
0,beauti truth graviti read care heart feel light someon feel heavi someon leav good night
0,pansi live jungl two year drive worri
0,sorri hurt
0,room
0,see
0,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife
0,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow
1,get offici england poli rington colour flag yer mobil tonight game text tone flag optout txt eng stop box39822 w111wx
0,toshiba porteg m100 gd
0,sorri flake last night shit serious goin roommat tonight
0,oki
1,wan na get laid 2nite want real dog locat sent direct ur mobil join uk largest dog network txt park 69696 nyt ec2a 3lp
0,noe ben go
0,hey told name gautham ah
1,okmail dear dave final notic collect 4 tenerif holiday 5000 cash award call 09061743806 landlin tc sae box326 cw25wx 150ppm
0,dont know oh
0,also piec
0,watch tv
0,cloth jewelri trip
0,misplac number send text old number wonder heard year best mcat got number atlanta friend
0,want pleas insid outsid bedroom
0,k k detail want transfer acc enough
0,make time tonight whenev cool text whenev around
1,thank rington order refer number mobil charg tone arriv pleas call custom servic 09065989182
0,wat r u
1,congrat 2 mobil 3g videophon r call 09061744553 videochat wid ur mate play java game dload polyh music nolin rentl bx420 ip4 5we 150pm
0,poor babi hope urfeel bettersn luv probthat overdos work hey go care spk 2 u sn lot lovejen
0,fine got enough bud last night least
1,urgent mobil number award prize guarante call 09061790121 land line claim valid 12hr 150ppm
1,natalja invit friend repli see stop send stop frnd 62468
0,u free sat rite u wan 2 watch infern affair wif n darren n mayb xy
0,send bec templ na
1,import inform 4 orang user 0796xxxxxx today ur lucki day 2 find log onto http fantast prizeawait
0,part check iq
0,sorri call later meet
0,ask u knw nt may ur frnd classmat
0,u call
0,met stranger choos friend long world stand friendship never end let friend forev gud nitz
0,sort code acc bank natwest repli confirm sent right person
1,today offer claim ur worth discount voucher text ye 85023 savamob member offer mobil cs sub 16 unsub repli x
0,soon real thing princess make wet
1,shop till u drop either 10k 5k cash travel voucher call ntt po box cr01327bt fixedlin cost 150ppm mobil vari
0,well obvious peopl cool colleg life went home
0,wan go c doctor
0,fuck babe happen come never came back
0,pock
1,free entri weekli comp send word win 80086 18 c
1,wml c ringtoneåá
0,ugh hope asu ppl dont randomli reformat
0,cough noth
0,meant calcul lt gt unit lt gt school realli expens start practic accent import decid 4year dental school nmde exam
0,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop
0,problem u frm wat matter
0,work go min
0,take italian food pretti dress panti
0,hi email address chang
0,sweet well princess pleas tell like dislik bed
0,thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u
0,vl bcum difficult
0,lol could starv lose pound end day
1,congratul u claim 2 vip row ticket 2 c blu concert novemb blu gift guarante call 09061104276 claim ts cs
0,tension ah machi problem
0,see half hour
0,want grasp pretti booti
0,reach ard 20 min ok
1,want new nokia 3510i colour phone deliv tomorrow 200 free minut mobil 100 free text free camcord repli call 8000930705
1,loan purpos homeown tenant welcom previous refus still help call free 0800 1956669 text back
0,sure still avail though
0,forgot 2 ask smth card da present lei ìï want 2 write smth sign
0,come home want u miser
0,littl med say take everi 8 hour 5 pain back took anoth hope die
1,pro video club need help info call 08701237397 must club credit redeem enjoy
1,privat 2003 account statement 07973788240 show 800 point call 08715203649 identifi code 40533 expir
1,congratul thank good friend u xma prize 2 claim easi call 08712103738 10p per minut
0,ya nice readi thursday
0,get gift year didnt get anyth bad
0,b go esplanad fr home
0,get free call
0,aight head
0,thk u dun haf 2 hint e forum alreadi lor co told ron n darren go 2 tell shuhui
0,valentin game send di msg ur friend 5 answer r someon realli love colour suit best rpli
1,winner u special select 2 receiv cash 4 holiday flight inc speak live oper 2 claim 0871277810810
0,diet ate 1 mani slice pizza yesterday ugh alway diet
0,world famamu
